tag,time,approve,uid,name,sex,review
0,2021-04-02 19:20:42,2.0,237733293.0,潘大虾-,男,BGM：HM2-Frank Klepacki（剪辑过）
0,2021-02-22 09:54:26,2.0,290492092.0,万米深海的咸鱼,男,为什么一个40播放的视频能上我推荐[嗑瓜子][嗑瓜子][嗑瓜子][嗑瓜子]
0,2021-02-22 11:07:54,0.0,237733293.0,潘大虾-,男,因为做得好[doge]
0,2021-11-15 09:15:54,1.0,696154931.0,柠檬bu再萌,保密,爱了爱了
0,2021-03-12 21:53:59,1.0,351373151.0,红铝Red_Al,保密,燃起来了
0,2021-03-12 23:32:09,1.0,237733293.0,潘大虾-,男,我也想呀[笑哭]
0,2021-02-21 21:09:07,1.0,14368760.0,Kausey,保密,九折，九折，一个志，我想啸啊
0,2021-02-21 21:48:40,0.0,237733293.0,潘大虾-,男,那就啸吧[doge]
0,2021-02-22 02:59:02,0.0,14368760.0,Kausey,保密,做红警还有动漫的现在很难火了，你还没粉丝基础，推荐你去蹭热点先[口罩]
0,2021-02-21 22:34:31,0.0,163004010.0,睡到自然萌-,保密,我想看动漫混剪[doge]
0,2021-02-21 23:02:15,0.0,237733293.0,潘大虾-,男,再等等，别急[妙啊]
0,2021-02-21 22:26:19,0.0,173282663.0,-sieg_,男,曾行呐[脱单doge]
0,2021-02-21 21:11:13,0.0,22605863.0,应丹,保密,[小电视_赞]八错八错
