tag,time,approve,uid,name,sex,review
0,2021-10-13 18:25:49,293.0,237733293.0,潘大虾-,男,趁着小火一手，我说个事现在准备开始做一个战双高然踩点向的剪辑（cg和游戏内容结合的那种），制作4周左右，版本更新的那一天发布，虽然我技术不太行，不过应该也能看，这四周期间小概率会更新战双偏日常的（像这个和我空间里另外两个）视频，想看的可以关注一手[脱单doge]
0,2021-10-13 18:29:16,0.0,538349052.0,卡列小姐的狗,男,加油，[给心心]
0,2021-10-13 20:28:48,0.0,11336331.0,scp-2662,男,加油
0,2021-10-14 09:02:10,0.0,1780823.0,怜舟弦月,保密,等你
0,2021-11-08 09:45:31,2.0,237733293.0,潘大虾-,男,视频已经基本完成了，这个视频后半段有30秒先行版 BV15T4y197U7
0,2021-10-13 23:25:20,777.0,192929195.0,小姐亦风流-默以,保密,不知道为什么，我感觉万事挣扎的好敷衍[tv_思考]
0,2021-10-13 23:29:09,99.0,237733293.0,潘大虾-,男,可能只是象征性挣扎，内心其实[脱单doge]
0,2021-10-14 16:02:55,48.0,192929195.0,小姐亦风流-默以,保密,回复 @潘大虾- :内心其实还是想和我睡的[吃瓜]
0,2021-10-15 00:19:56,52.0,501027736.0,刑法を語る罗翔Official,保密,回复 @小姐亦风流-默以 :想和你睡×单纯想睡✓
0,2021-10-28 12:25:11,152.0,437973581.0,芽芽-Violet,保密,万事是挣扎了一会就不动了，没次都是这样，然后我就像他是不是觉得挣扎不如睡觉，还有人帮忙把他扒拉到床上（那可太好了）[tv_目瞪口呆]
0,2021-10-29 16:00:30,52.0,192929195.0,小姐亦风流-默以,保密,回复 @芽芽-Violet :对对，他就象征性的摆两下就放弃了，特别敷衍！
0,2021-11-03 00:23:31,28.0,378739803.0,万事休息屋,保密,摆动幅度很小我感觉他其实很情愿[doge][doge]
0,2021-12-24 19:50:50,19.0,425209757.0,我是什么鸟,女,万事：懒得动jpg
0,2022-01-03 13:20:30,16.0,1567116938.0,什么二次媛,保密,万事恨不得一整天赖在床上[滑稽]
0,2021-10-13 18:28:28,392.0,13956087.0,光间痕,女,论没有血清的指挥官天天都在作甚么
0,2021-10-14 13:00:10,6.0,2648466.0,黑白的燕子,男,今天bug血清没了[狗子]你是预言家我刀了你[妙啊][妙啊]
0,2021-10-14 13:13:12,1.0,237733293.0,潘大虾-,男,该刀[脱单doge]
0,2021-10-13 16:33:01,329.0,650401814.0,西风Zephyrus,男,其实不只是露娜抓起来会挣扎，放在床上就安分了。莎碧也这样
0,2021-10-14 03:14:28,8.0,426261671.0,星耀之华,男,鲨碧从哪里搞啊？六月入坑的萌新，是以前活动吗？[笑哭]
0,2021-10-14 09:32:43,1.0,11630065.0,雾泠澈,保密,回复 @星耀之华 :是的
0,2021-10-15 00:41:08,0.0,490846822.0,晦暝其晖,女,谢谢，这就上线去抓他！[脱单doge]
0,2021-11-01 16:57:24,7.0,32061143.0,尝尝在下新沏的钡水,女,当时头都被鲨碧锤烂了没换，现在后悔的要死[大哭]
0,2022-02-12 23:29:17,1.0,100028738.0,Passacaglian,女,曲也会挣扎！（九龙之王の尊严）
0,2022-08-24 03:42:42,0.0,1247679077.0,月陨之时,女,我也想要[保卫萝卜_哭哭]会复刻吗？
0,2022-08-24 10:12:59,2.0,650401814.0,西风Zephyrus,男,回复 @月陨之时 :宿舍旧罗兰是之前永久列车版本商店卖的，并且好像是两周年的时候复刻过一次了，可能以后不会了[保卫萝卜_哭哭]
0,2022-08-24 11:54:27,2.0,1247679077.0,月陨之时,女,回复 @西风Zephyrus :[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭]谢谢[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭]好想要[保卫萝卜_哭哭][保卫萝卜_哭哭]
0,2021-10-15 09:43:20,260.0,49826872.0,冰沧穹,男,阿尔法：不必顾及我[滑稽]
0,2021-10-15 10:16:10,15.0,237733293.0,潘大虾-,男,节目效果拉满[doge]可惜没什么时间，不然只要等久一点就能弄出更搞笑的效果
0,2021-10-13 13:50:18,162.0,519790818.0,BXHXY3,保密,沉稳的渡边怎么……不是我想戳就戳的吗
0,2021-10-13 13:55:28,4.0,237733293.0,潘大虾-,男,全员ooc[doge]
0,2021-10-13 16:51:54,0.0,35568424.0,葉月丶Air,男,回复 @潘大虾- :额请问ooc是啥意思呀，经常看到不知道什么意思
0,2021-10-13 17:08:41,3.0,403906415.0,DecidEEE,保密,回复 @葉月丶Air :大概理解成人设崩坏
0,2021-10-13 18:06:02,8.0,22513712.0,骑着兔子追萝卜,男,回复 @葉月丶Air :out of character指角色行为不符合人设[狗子]
0,2021-10-13 19:24:00,0.0,35568424.0,葉月丶Air,男,回复 @骑着兔子追萝卜 :哦哦哦好的谢谢
0,2021-10-23 23:12:47,4.0,332138710.0,毒奶大王在此,保密,你该不会以为……我不会发起攻击对吧？
0,2021-10-13 16:53:31,86.0,453197058.0,嘤国法庭庭长,保密,没记错的话曲姐和露娜一样，一抓起来也会挣扎[战双帕弥什_吃瓜]
0,2021-10-14 09:00:23,0.0,410404797.0,曲_想睡指挥官,女,[傲娇]
0,2021-10-14 12:26:20,0.0,453197058.0,嘤国法庭庭长,保密,回复 @曲--雀翎 :曲姐姐快踩我[战双帕弥什_痴汉]
0,2021-10-14 11:51:15,54.0,164621847.0,茶墨浅笙,保密,我的天好可爱啊！他们挣扎的样子怎么会这么可爱啊！awsl[tv_流鼻血]
0,2021-10-14 12:40:20,2.0,237733293.0,潘大虾-,男,他们跳舞的时候也很可爱具体可以看BV1y44y147i6，我真的不是引流[doge]
0,2021-10-14 12:47:13,0.0,164621847.0,茶墨浅笙,保密,回复 @潘大虾- :自销是吧？我看，看完还要点赞评论[傲娇]
0,2021-10-13 22:39:05,36.0,336202411.0,库洛姆单推人,保密,我要跟库洛姆上床！！！！[脱单doge]
0,2021-10-13 22:51:18,4.0,237733293.0,潘大虾-,男,没看到库洛姆在床上的时候很生气吗[doge]
