tag,time,approve,uid,name,sex,review
0,2021-04-21 09:36:40,5.0,237733293.0,潘大虾-,男,建党一百年视频没人看，帮忙看看呗[doge]BV1cy4y1s7G1
0,2021-04-02 19:17:59,34.0,237733293.0,潘大虾-,男,BGM
0,2021-04-03 10:08:28,30.0,1426364635.0,血舞天秤,女,我才不管，只有厄普最伟大
0,2021-04-03 11:08:47,0.0,237733293.0,潘大虾-,男,其实我也想剪尤里的但是发现剪不动，太难了[笑哭]
0,2021-04-03 18:24:45,1.0,1426364635.0,血舞天秤,女,回复 @潘大虾- :为什么？
0,2021-04-03 18:51:29,3.0,237733293.0,潘大虾-,男,回复 @血舞天秤 :想用厄普西隆自己的音乐，结果发现不是太阴暗就是太带感的，不太符合尤里风格，在歌单里面转了半天也没找到合适的...
0,2021-04-13 12:51:44,1.0,214549766.0,收容控制保护跑路,男,回复 @潘大虾- :尤里的风格就是阴暗的
0,2021-04-18 19:33:28,1.0,313132594.0,尤里首脑,男,回复 @潘大虾- :其实我感觉厄普西隆与焚风只差音乐的距离
0,2021-04-18 19:51:03,0.0,237733293.0,潘大虾-,男,回复 @尤里首脑 :主要是很难燃起来(=・ω・=)
0,2021-04-18 22:06:44,0.0,313132594.0,尤里首脑,男,回复 @潘大虾- :我就厉害了，我是用酷狗音乐的[喜极而泣]
0,2021-04-18 23:55:16,0.0,3272348.0,伪随机空间,保密,回复 @潘大虾- :建议用virus VS predator
0,2021-04-19 19:01:35,1.0,400699927.0,异教97846,男,回复 @潘大虾- :血舞和征服者后半段我觉得很燃啊[doge][doge][doge]
0,2021-04-20 09:02:05,2.0,2925885.0,孤独梦游者,男,回复 @潘大虾- :我有一个mo 2里的一个音乐，一个音乐好像叫做accused（指责，控告，谴责的意思），加上我对厄普西隆的理解，可以理解为，为了终结美苏战争的，用心控世界带来和平。运镜可以大量使用美苏冲突或者各派系内部的争斗的画面，心控然后和平[doge]
0,2021-04-20 10:46:58,0.0,237733293.0,潘大虾-,男,回复 @异教97846 :燃的地方不是没有，是相对少，想把时间弄到3分钟就比较难，再加上我剪辑技术确实不好，弄不出好的效果，做出来的话可能比盟军苏军那两期还差[捂脸]
0,2021-04-20 13:04:06,2.0,237733293.0,潘大虾-,男,回复 @孤独梦游者 :想法不错，不过可能会引发政治错误[捂脸]，再加上不仅难剪，还没人看，我这四个视频还有最近新发的庆祝建党100年的，每个都净耗时30小时以上，但是播放量就这么点，确实挺难受的，当然也可能是我技术不行，现在再多去学学PR，等以后也许会补回来吧。还有那歌我找不到[笑哭]
0,2021-04-20 15:56:13,1.0,2925885.0,孤独梦游者,男,回复 @潘大虾- :本来红警就不是多么火的题材。按照小圈子的标准来算，你的播放量已经算是很不错了，简单的PR剪辑其实并不难，学难的是复杂的特效运用。我说那个曲子网上找不到，我多年前我自己把游戏文件解包时候提取出来的，如果你想要的话，我可以发邮件给你。
0,2021-04-20 16:36:24,0.0,237733293.0,潘大虾-,男,回复 @孤独梦游者 :2415143802@qq.com那发一下吧，不过你说我这播放量不错，我觉得此言差矣，我见过不少几万播放的，还有这个我见过最好的12w   BV1B441177Zy ，虽然我技术不太好但是我觉得好歹再高点吧[doge]
0,2021-04-04 23:06:13,12.0,488657428.0,雷荧lumine,保密,反攻✖️
0,2021-04-06 23:28:33,10.0,14867300.0,招财雪乃朶尔丶兔喵姬,女,盟苏大战尤里坐享其成 残部奋起反抗 组合联合大大反抗军分歧导致意见不和分解终将荡除异己 又有天网灭世所有人必将联合起来一致对外放下当初的成见以消灭天网为己任终会迎来结局！[打call][嗑瓜子][吃瓜][大笑]
0,2021-04-25 06:21:37,3.0,415229795.0,Foehn屑博士,保密,bgm换成焚风自身的话，我觉得效果应该更好
0,2021-04-22 18:19:12,2.0,215362696.0,雨落天浩,男,但有异教指挥在，不叫焚风狂肆虐
0,2021-04-18 04:48:15,2.0,521411961.0,裤巴亚西,男,永远的和平才是人类的命运——为异教而战！[生气][生气][生气][生气]
0,2021-04-24 12:05:07,1.0,544165402.0,大大菌648,男,谁有最新版心灵终结的下载链接[撇嘴]
0,2021-04-24 12:19:22,0.0,237733293.0,潘大虾-,男,贴吧里边有
0,2021-04-22 13:03:47,1.0,358376791.0,三有青年封不觉,男,消灭虚伪焚风，荣耀尽归厄普西隆！
0,2021-04-18 21:48:34,1.0,502862926.0,昵称太难起就不起的屑,保密,貌似焚风自带的the remnant更适合点?
0,2021-04-20 13:09:27,1.0,237733293.0,潘大虾-,男,吃了遭遇战打少的亏了，知道焚风BGM好听，但是准备做视频的时候脑子里没想起来合适的，所以用了这两首，现在听了有点小后悔，也许效果能好不少[OK]
0,2021-04-27 12:23:23,0.0,30680446.0,越次超伦,男,我记得有几个焚风任务做的确实可以😊像333时候的焚风任务重生，我超喜欢
0,2021-04-21 10:26:03,0.0,243872602.0,血云劫,男,其实我挺想知道最后盟军罪与罚的结局是啥意思[OK]
0,2021-04-19 14:08:24,0.0,388829621.0,-俺也一样_,保密,先锋完克EP
0,2021-04-24 00:57:09,2.0,485783113.0,两只沈拉稀_,保密,炼狱：啊？
0,2021-04-03 08:39:35,0.0,97136951.0,一个顶级响亮的名字,保密,[哦呼][哦呼][哦呼][哦呼]
